resource_id,day,demand_fte,task_ids,capacity_fte,excess_fte,date
R05,319,2.0,T133;T138,2.0,0.0,2027-06-25
R05,320,2.0,T133;T138,2.0,0.0,2027-06-28
R05,321,2.0,T133;T138,2.0,0.0,2027-06-29
R05,322,2.0,T133;T138,2.0,0.0,2027-06-30
R05,323,2.0,T133;T138,2.0,0.0,2027-07-01
R05,324,2.0,T134;T138,2.0,0.0,2027-07-02
R05,325,2.0,T134;T139,2.0,0.0,2027-07-05
R05,326,2.0,T134;T139,2.0,0.0,2027-07-06
R05,327,2.0,T134;T139,2.0,0.0,2027-07-07
R05,328,2.0,T134;T139,2.0,0.0,2027-07-08
R05,329,2.0,T134;T139,2.0,0.0,2027-07-09
R05,330,2.0,T134;T139,2.0,0.0,2027-07-12
R05,331,2.0,T134;T139,2.0,0.0,2027-07-13
R05,332,2.0,T134;T139,2.0,0.0,2027-07-14
R05,333,2.0,T134;T139,2.0,0.0,2027-07-15
R05,334,2.0,T134;T139,2.0,0.0,2027-07-16
R05,335,2.0,T134;T140,2.0,0.0,2027-07-19
R05,336,2.0,T135;T140,2.0,0.0,2027-07-20
R05,337,2.0,T135;T140,2.0,0.0,2027-07-21
R05,338,2.0,T135;T140,2.0,0.0,2027-07-22
R05,339,2.0,T135;T140,2.0,0.0,2027-07-23
R05,340,2.0,T135;T140,2.0,0.0,2027-07-26
R05,341,2.0,T135;T140,2.0,0.0,2027-07-27
R05,342,2.0,T135;T147,2.0,0.0,2027-07-28
R05,343,2.0,T135;T147,2.0,0.0,2027-07-29
R05,344,3.0,T135;T147;T148,2.0,1.0,2027-07-30
R05,345,3.0,T142;T147;T148,2.0,1.0,2027-08-02
R05,346,3.0,T142;T147;T148,2.0,1.0,2027-08-03
R05,347,4.0,T142;T143;T147;T148,2.0,2.0,2027-08-04
R05,348,4.0,T142;T143;T147;T148,2.0,2.0,2027-08-05
R05,349,4.0,T142;T143;T147;T148,2.0,2.0,2027-08-06
R05,350,4.0,T142;T143;T147;T148,2.0,2.0,2027-08-09
R05,351,4.0,T142;T143;T147;T148,2.0,2.0,2027-08-10
R05,352,3.0,T142;T143;T148,2.0,1.0,2027-08-11
R05,353,3.0,T142;T143;T148,2.0,1.0,2027-08-12
R05,354,2.0,T143;T148,2.0,0.0,2027-08-13
R05,355,2.0,T143;T148,2.0,0.0,2027-08-16
R05,356,2.0,T143;T148,2.0,0.0,2027-08-17
R05,357,2.0,T143;T148,2.0,0.0,2027-08-18
R05,358,2.0,T143;T148,2.0,0.0,2027-08-19
R05,359,2.0,T143;T148,2.0,0.0,2027-08-20
R05,360,2.0,T143;T149,2.0,0.0,2027-08-23
R05,361,2.0,T143;T149,2.0,0.0,2027-08-24
R05,362,2.0,T144;T149,2.0,0.0,2027-08-25
R05,363,2.0,T144;T149,2.0,0.0,2027-08-26
R05,364,2.0,T144;T149,2.0,0.0,2027-08-27
R05,365,2.0,T144;T149,2.0,0.0,2027-08-30
R05,366,2.0,T144;T149,2.0,0.0,2027-08-31
R05,367,2.0,T144;T149,2.0,0.0,2027-09-01
R05,368,2.0,T144;T149,2.0,0.0,2027-09-02
R05,369,2.0,T144;T149,2.0,0.0,2027-09-03
R05,370,2.0,T144;T149,2.0,0.0,2027-09-06
R05,371,2.0,T144;T149,2.0,0.0,2027-09-07
R05,372,2.0,T144;T150,2.0,0.0,2027-09-08
R05,373,2.0,T145;T150,2.0,0.0,2027-09-09
R05,374,2.0,T145;T150,2.0,0.0,2027-09-10
R05,375,2.0,T145;T150,2.0,0.0,2027-09-13
R05,376,2.0,T145;T150,2.0,0.0,2027-09-14
R05,377,2.0,T145;T150,2.0,0.0,2027-09-15
R05,378,2.0,T145;T150,2.0,0.0,2027-09-16
R05,379,2.0,T145;T150,2.0,0.0,2027-09-17
R05,380,2.0,T145;T150,2.0,0.0,2027-09-20
R06,123,0.5,T089,1.0,0.0,2026-09-24
R06,124,0.5,T089,1.0,0.0,2026-09-25
R06,125,0.5,T089,1.0,0.0,2026-09-28
R06,126,0.5,T089,1.0,0.0,2026-09-29
R06,127,0.5,T089,1.0,0.0,2026-09-30
R06,128,1.0,T054;T089,1.0,0.0,2026-10-01
R06,129,1.0,T054;T089,1.0,0.0,2026-10-02
R06,130,1.0,T054;T089,1.0,0.0,2026-10-05
R06,131,1.0,T054;T089,1.0,0.0,2026-10-06
R06,132,1.0,T054;T089,1.0,0.0,2026-10-07
R06,133,1.0,T054;T090,1.0,0.0,2026-10-08
R06,134,1.0,T054;T090,1.0,0.0,2026-10-09
R06,135,1.0,T054;T090,1.0,0.0,2026-10-12
R06,136,1.0,T054;T090,1.0,0.0,2026-10-13
R06,137,1.0,T054;T090,1.0,0.0,2026-10-14
R06,138,1.0,T054;T090,1.0,0.0,2026-10-15
R06,139,1.0,T055;T090,1.0,0.0,2026-10-16
R06,140,0.5,T055,1.0,0.0,2026-10-19
R06,141,0.5,T055,1.0,0.0,2026-10-20
R06,142,0.5,T055,1.0,0.0,2026-10-21
R06,143,0.5,T055,1.0,0.0,2026-10-22
R06,144,1.0,T055;T059,1.0,0.0,2026-10-23
R06,145,1.0,T055;T059,1.0,0.0,2026-10-26
R06,146,1.0,T055;T059,1.0,0.0,2026-10-27
R06,147,0.5,T059,1.0,0.0,2026-10-28
R06,148,0.5,T059,1.0,0.0,2026-10-29
R06,149,0.5,T059,1.0,0.0,2026-10-30
R06,150,0.5,T059,1.0,0.0,2026-11-02
R06,151,0.5,T059,1.0,0.0,2026-11-03
R06,152,0.5,T059,1.0,0.0,2026-11-04
R06,153,0.5,T059,1.0,0.0,2026-11-05
R06,154,0.5,T059,1.0,0.0,2026-11-06
R06,155,0.5,T059,1.0,0.0,2026-11-09
R06,156,0.5,T060,1.0,0.0,2026-11-10
R06,157,0.5,T060,1.0,0.0,2026-11-11
R06,158,0.5,T060,1.0,0.0,2026-11-12
R06,159,0.5,T060,1.0,0.0,2026-11-13
R06,160,0.5,T060,1.0,0.0,2026-11-16
R06,161,0.5,T060,1.0,0.0,2026-11-17
R06,162,0.5,T060,1.0,0.0,2026-11-18
R06,163,0.5,T060,1.0,0.0,2026-11-19
R06,164,0.5,T060,1.0,0.0,2026-11-20
R06,181,0.5,T099,1.0,0.0,2026-12-15
R06,182,0.5,T099,1.0,0.0,2026-12-16
R06,183,1.0,T094;T099,1.0,0.0,2026-12-17
R06,184,1.0,T094;T099,1.0,0.0,2026-12-18
R06,185,1.0,T094;T099,1.0,0.0,2026-12-21
R06,186,1.0,T094;T099,1.0,0.0,2026-12-22
R06,187,1.0,T094;T099,1.0,0.0,2026-12-23
R06,188,1.0,T094;T099,1.0,0.0,2026-12-24
R06,189,1.0,T094;T099,1.0,0.0,2026-12-25
R06,190,1.0,T094;T099,1.0,0.0,2026-12-28
R06,191,1.0,T094;T100,1.0,0.0,2026-12-29
R06,192,1.0,T094;T100,1.0,0.0,2026-12-30
R06,193,1.0,T094;T100,1.0,0.0,2026-12-31
R06,194,1.0,T094;T100,1.0,0.0,2027-01-01
R06,195,1.0,T095;T100,1.0,0.0,2027-01-04
R06,196,1.0,T095;T100,1.0,0.0,2027-01-05
R06,197,1.0,T095;T100,1.0,0.0,2027-01-06
R06,198,0.5,T095,1.0,0.0,2027-01-07
R06,199,0.5,T095,1.0,0.0,2027-01-08
R06,200,0.5,T095,1.0,0.0,2027-01-11
R06,201,0.5,T095,1.0,0.0,2027-01-12
R06,202,0.5,T095,1.0,0.0,2027-01-13
R06,203,0.5,T095,1.0,0.0,2027-01-14
R06,216,0.5,T109,1.0,0.0,2027-02-02
R06,217,0.5,T109,1.0,0.0,2027-02-03
R06,218,0.5,T109,1.0,0.0,2027-02-04
R06,219,0.5,T109,1.0,0.0,2027-02-05
R06,220,0.5,T109,1.0,0.0,2027-02-08
R06,221,1.0,T104;T109,1.0,0.0,2027-02-09
R06,222,1.0,T104;T109,1.0,0.0,2027-02-10
R06,223,1.0,T104;T109,1.0,0.0,2027-02-11
R06,224,1.0,T104;T109,1.0,0.0,2027-02-12
R06,225,1.0,T104;T109,1.0,0.0,2027-02-15
R06,226,1.0,T104;T109,1.0,0.0,2027-02-16
R06,227,1.0,T104;T109,1.0,0.0,2027-02-17
R06,228,1.0,T104;T110,1.0,0.0,2027-02-18
R06,229,1.0,T104;T110,1.0,0.0,2027-02-19
R06,230,1.0,T104;T110,1.0,0.0,2027-02-22
R06,231,1.0,T104;T110,1.0,0.0,2027-02-23
R06,232,1.0,T105;T110,1.0,0.0,2027-02-24
R06,233,1.0,T105;T110,1.0,0.0,2027-02-25
R06,234,1.0,T105;T110,1.0,0.0,2027-02-26
R06,235,1.0,T105;T110,1.0,0.0,2027-03-01
R06,236,1.0,T105;T110,1.0,0.0,2027-03-02
R06,237,0.5,T105,1.0,0.0,2027-03-03
R06,238,0.5,T105,1.0,0.0,2027-03-04
R06,239,0.5,T105,1.0,0.0,2027-03-05
R06,254,0.5,T119,1.0,0.0,2027-03-26
R06,255,0.5,T119,1.0,0.0,2027-03-29
R06,256,1.0,T114;T119,1.0,0.0,2027-03-30
R06,257,1.0,T114;T119,1.0,0.0,2027-03-31
R06,258,1.0,T114;T119,1.0,0.0,2027-04-01
R06,259,1.0,T114;T119,1.0,0.0,2027-04-02
R06,260,1.0,T114;T119,1.0,0.0,2027-04-05
R06,261,1.0,T114;T119,1.0,0.0,2027-04-06
R06,262,1.0,T114;T119,1.0,0.0,2027-04-07
R06,263,1.0,T114;T119,1.0,0.0,2027-04-08
R06,264,1.0,T114;T119,1.0,0.0,2027-04-09
R06,265,1.0,T114;T120,1.0,0.0,2027-04-12
R06,266,1.0,T115;T120,1.0,0.0,2027-04-13
R06,267,1.0,T115;T120,1.0,0.0,2027-04-14
R06,268,1.0,T115;T120,1.0,0.0,2027-04-15
R06,269,1.0,T115;T120,1.0,0.0,2027-04-16
R06,270,1.0,T115;T120,1.0,0.0,2027-04-19
R06,271,1.0,T115;T120,1.0,0.0,2027-04-20
R06,272,1.0,T115;T120,1.0,0.0,2027-04-21
R06,289,0.5,T124,1.0,0.0,2027-05-14
R06,290,1.0,T124;T129,1.0,0.0,2027-05-17
R06,291,1.0,T124;T129,1.0,0.0,2027-05-18
R06,292,1.0,T124;T129,1.0,0.0,2027-05-19
R06,293,1.0,T124;T129,1.0,0.0,2027-05-20
R06,294,1.0,T124;T129,1.0,0.0,2027-05-21
R06,295,1.0,T124;T129,1.0,0.0,2027-05-24
R06,296,1.0,T124;T129,1.0,0.0,2027-05-25
R06,297,1.0,T124;T129,1.0,0.0,2027-05-26
R06,298,1.0,T124;T129,1.0,0.0,2027-05-27
R06,299,1.0,T125;T129,1.0,0.0,2027-05-28
R06,300,1.0,T125;T129,1.0,0.0,2027-05-31
R06,301,1.0,T125;T130,1.0,0.0,2027-06-01
R06,302,1.0,T125;T130,1.0,0.0,2027-06-02
R06,303,1.0,T125;T130,1.0,0.0,2027-06-03
R06,304,1.0,T125;T130,1.0,0.0,2027-06-04
R06,305,1.0,T125;T130,1.0,0.0,2027-06-07
R06,306,0.5,T130,1.0,0.0,2027-06-08
R06,307,0.5,T130,1.0,0.0,2027-06-09
R06,308,0.5,T130,1.0,0.0,2027-06-10
R06,324,0.5,T134,1.0,0.0,2027-07-02
R06,325,1.0,T134;T139,1.0,0.0,2027-07-05
R06,326,1.0,T134;T139,1.0,0.0,2027-07-06
R06,327,1.0,T134;T139,1.0,0.0,2027-07-07
R06,328,1.0,T134;T139,1.0,0.0,2027-07-08
R06,329,1.0,T134;T139,1.0,0.0,2027-07-09
R06,330,1.0,T134;T139,1.0,0.0,2027-07-12
R06,331,1.0,T134;T139,1.0,0.0,2027-07-13
R06,332,1.0,T134;T139,1.0,0.0,2027-07-14
R06,333,1.0,T134;T139,1.0,0.0,2027-07-15
R06,334,1.0,T134;T139,1.0,0.0,2027-07-16
R06,335,1.0,T134;T140,1.0,0.0,2027-07-19
R06,336,1.0,T135;T140,1.0,0.0,2027-07-20
R06,337,1.0,T135;T140,1.0,0.0,2027-07-21
R06,338,1.0,T135;T140,1.0,0.0,2027-07-22
R06,339,1.0,T135;T140,1.0,0.0,2027-07-23
R06,340,1.0,T135;T140,1.0,0.0,2027-07-26
R06,341,1.0,T135;T140,1.0,0.0,2027-07-27
R06,342,0.5,T135,1.0,0.0,2027-07-28
R06,343,0.5,T135,1.0,0.0,2027-07-29
R06,344,0.5,T135,1.0,0.0,2027-07-30
R06,360,0.5,T149,1.0,0.0,2027-08-23
R06,361,0.5,T149,1.0,0.0,2027-08-24
R06,362,1.0,T144;T149,1.0,0.0,2027-08-25
R06,363,1.0,T144;T149,1.0,0.0,2027-08-26
R06,364,1.0,T144;T149,1.0,0.0,2027-08-27
R06,365,1.0,T144;T149,1.0,0.0,2027-08-30
R06,366,1.0,T144;T149,1.0,0.0,2027-08-31
R06,367,1.0,T144;T149,1.0,0.0,2027-09-01
R06,368,1.0,T144;T149,1.0,0.0,2027-09-02
R06,369,1.0,T144;T149,1.0,0.0,2027-09-03
R06,370,1.0,T144;T149,1.0,0.0,2027-09-06
R06,371,1.0,T144;T149,1.0,0.0,2027-09-07
R06,372,1.0,T144;T150,1.0,0.0,2027-09-08
R06,373,1.0,T145;T150,1.0,0.0,2027-09-09
R06,374,1.0,T145;T150,1.0,0.0,2027-09-10
R06,375,1.0,T145;T150,1.0,0.0,2027-09-13
R06,376,1.0,T145;T150,1.0,0.0,2027-09-14
R06,377,1.0,T145;T150,1.0,0.0,2027-09-15
R06,378,1.0,T145;T150,1.0,0.0,2027-09-16
R06,379,1.0,T145;T150,1.0,0.0,2027-09-17
R06,380,1.0,T145;T150,1.0,0.0,2027-09-20
