trial,finish_day,finish_date
361,393.661652273996,2027-10-08
362,398.1727391445104,2027-10-15
363,395.258942681781,2027-10-12
364,390.5809275900185,2027-10-05
365,400.7675688816593,2027-10-19
366,386.66451403088246,2027-09-29
367,393.017195890934,2027-10-08
368,390.4492810165916,2027-10-05
369,401.25249039573015,2027-10-20
370,385.0627556775681,2027-09-28
371,399.77019717615286,2027-10-18
372,404.7918584214851,2027-10-25
373,394.2093323050294,2027-10-11
374,394.55076341588585,2027-10-11
375,397.63941346159675,2027-10-14
376,390.8949193067391,2027-10-05
377,402.30060621039337,2027-10-21
378,400.50682752880795,2027-10-19
379,401.9812254422555,2027-10-20
380,392.26291200321555,2027-10-07
381,392.8628120920353,2027-10-07
382,395.16904681709576,2027-10-12
383,406.3334249933876,2027-10-27
384,384.81657172616445,2027-09-27
385,394.86451203485564,2027-10-11
386,399.1578966831087,2027-10-18
387,398.7470291575975,2027-10-15
388,394.57834942387956,2027-10-11
389,399.6144680235077,2027-10-18
390,386.6203441324489,2027-09-29
391,399.36909967105817,2027-10-18
392,393.2013303624551,2027-10-08
393,388.71919011075175,2027-10-01
394,392.68747542037187,2027-10-07
395,385.2787734693905,2027-09-28
396,389.9331314254095,2027-10-04
397,394.04074037275944,2027-10-11
398,390.610116258977,2027-10-05
399,390.0465996121468,2027-10-05
400,393.44061071228435,2027-10-08
401,394.2789993756159,2027-10-11
402,394.5894393470632,2027-10-11
403,390.6340829509654,2027-10-05
404,401.1622863362733,2027-10-20
405,395.64693971382104,2027-10-12
406,391.9111942341726,2027-10-06
407,400.44429551065684,2027-10-19
408,391.9731804554339,2027-10-06
409,392.16971441434333,2027-10-07
410,391.40201577389325,2027-10-06
411,396.3046654779251,2027-10-13
412,388.87967490367225,2027-10-01
413,396.9072738104436,2027-10-13
414,395.889680545572,2027-10-12
415,404.2899533960593,2027-10-25
416,390.58007765846514,2027-10-05
417,393.45782819338507,2027-10-08
418,389.13049977696875,2027-10-04
419,394.41341931950734,2027-10-11
420,390.5314287624981,2027-10-05
421,388.79945988448316,2027-10-01
422,395.7642438634901,2027-10-12
423,394.7457846315206,2027-10-11
424,391.11209474610706,2027-10-06
425,395.400250121988,2027-10-12
426,393.33853547735777,2027-10-08
427,392.07640682261587,2027-10-07
428,400.0488148375501,2027-10-19
429,396.84657643340745,2027-10-13
430,389.9587819583515,2027-10-04
431,390.53589432469226,2027-10-05
432,399.9496171350891,2027-10-18
433,391.23423511097695,2027-10-06
434,400.8793507374353,2027-10-19
435,402.75724911766133,2027-10-21
436,393.9589707475736,2027-10-08
437,383.3895626755088,2027-09-24
438,393.3317999559953,2027-10-08
439,390.16745003725936,2027-10-05
440,393.71836591676765,2027-10-08
441,397.8263796001536,2027-10-14
442,394.9617397998248,2027-10-11
443,400.63527250479683,2027-10-19
444,394.89252249989795,2027-10-11
445,391.93414741675696,2027-10-06
446,393.8628624786052,2027-10-08
447,398.04222365206203,2027-10-15
448,392.84319759068154,2027-10-07
449,396.66820465870813,2027-10-13
450,395.4489775622405,2027-10-12
451,395.9077548541819,2027-10-12
452,385.1751671483503,2027-09-28
453,388.95963910949934,2027-10-01
454,392.2779042558705,2027-10-07
455,400.58613513022414,2027-10-19
456,387.908652644957,2027-09-30
457,395.38828654268303,2027-10-12
458,401.951296831307,2027-10-20
459,393.7738740004613,2027-10-08
460,391.25657803860383,2027-10-06
461,385.846107671631,2027-09-28
462,389.2817246176776,2027-10-04
463,400.6885424309651,2027-10-19
464,392.37532230769114,2027-10-07
465,400.5440717148385,2027-10-19
466,391.93743834061013,2027-10-06
467,388.51512663172207,2027-10-01
468,394.6495904941656,2027-10-11
469,396.1106861918175,2027-10-13
470,394.80424843679464,2027-10-11
471,389.34643759294005,2027-10-04
472,388.1283888757324,2027-10-01
473,394.47301871226796,2027-10-11
474,396.03428859948355,2027-10-13
475,398.2850532268651,2027-10-15
476,388.54911984389213,2027-10-01
477,398.2033035236433,2027-10-15
478,386.14133080360875,2027-09-29
479,397.36992570797366,2027-10-14
480,396.1361581920464,2027-10-13
481,399.57955613907546,2027-10-18
482,394.0867752959094,2027-10-11
483,394.49585587766086,2027-10-11
484,398.27829059817003,2027-10-15
485,390.2903022308336,2027-10-05
486,385.02310155123797,2027-09-28
487,393.0076341937116,2027-10-08
488,386.8401876019324,2027-09-29
489,395.4575251102967,2027-10-12
490,399.1156841303431,2027-10-18
491,401.3624954399582,2027-10-20
492,401.9272426400442,2027-10-20
493,401.94746298563444,2027-10-20
494,392.4981230875105,2027-10-07
495,388.9467033431189,2027-10-01
496,392.4674813023378,2027-10-07
497,389.90339006144745,2027-10-04
498,393.72670882670883,2027-10-08
499,394.2243656073076,2027-10-11
500,390.24817428154404,2027-10-05
501,399.6522965630618,2027-10-18
502,392.24212759908085,2027-10-07
503,386.6818076626831,2027-09-29
504,392.0754960179939,2027-10-07
505,393.14824992603405,2027-10-08
506,393.2120902654286,2027-10-08
507,400.81646771587293,2027-10-19
508,397.95909555123797,2027-10-14
509,390.8188687951059,2027-10-05
510,396.00383696387337,2027-10-13
511,394.06488788042446,2027-10-11
512,391.5309550868136,2027-10-06
513,390.07314575221847,2027-10-05
514,398.23831513177146,2027-10-15
515,392.2664391354529,2027-10-07
516,395.286125222507,2027-10-12
517,395.1338770769728,2027-10-12
518,404.242455761749,2027-10-25
519,404.25188715083743,2027-10-25
520,393.2972990382962,2027-10-08
521,391.6299660193301,2027-10-06
522,392.2208285461096,2027-10-07
523,404.02646974201417,2027-10-25
524,393.72542545949034,2027-10-08
525,396.7787712047179,2027-10-13
526,393.8991632329106,2027-10-08
527,396.67187902349895,2027-10-13
528,399.27427126402483,2027-10-18
529,391.2406015893621,2027-10-06
530,398.84756441433285,2027-10-15
531,391.8826598097702,2027-10-06
532,385.6793578455507,2027-09-28
533,392.57050670612455,2027-10-07
534,398.5886005997908,2027-10-15
535,391.65431107577393,2027-10-06
536,387.9052567142542,2027-09-30
537,393.0018031987529,2027-10-08
538,392.4258074011139,2027-10-07
539,388.8877902121911,2027-10-01
540,390.5479597127456,2027-10-05
541,391.28086346698524,2027-10-06
542,391.78009725374113,2027-10-06
543,388.0359002173255,2027-10-01
544,390.2755958345422,2027-10-05
545,391.1351242490511,2027-10-06
546,386.74689349948363,2027-09-29
547,390.68721996481037,2027-10-05
548,392.7188889515902,2027-10-07
549,392.9228398396574,2027-10-07
550,401.37408671199967,2027-10-20
551,389.54305484724904,2027-10-04
552,394.81934762135455,2027-10-11
553,398.5636545608024,2027-10-15
554,395.1171495477278,2027-10-12
555,400.98750354099616,2027-10-19
556,396.7930300776024,2027-10-13
557,388.9770030226049,2027-10-01
558,389.88621631361934,2027-10-04
559,390.9948912128112,2027-10-05
560,388.65773239359635,2027-10-01
561,394.3850356479173,2027-10-11
562,398.69469013424725,2027-10-15
563,395.76809285914675,2027-10-12
564,391.30618236923823,2027-10-06
565,395.44934195448445,2027-10-12
566,390.99819193513787,2027-10-05
567,391.40296834901983,2027-10-06
568,388.4837170296766,2027-10-01
569,397.4216708587651,2027-10-14
570,394.00416538182844,2027-10-11
571,394.9086780885666,2027-10-11
572,389.7127924788538,2027-10-04
573,401.18379183667895,2027-10-20
574,391.83096248812825,2027-10-06
575,389.1278592885932,2027-10-04
576,394.89785703446614,2027-10-11
577,389.6730929852272,2027-10-04
578,396.40865747970224,2027-10-13
579,382.011127763878,2027-09-23
580,387.8712919341989,2027-09-30
581,391.7349398382097,2027-10-06
582,396.22102174333935,2027-10-13
583,392.24583247988505,2027-10-07
584,388.9997062666927,2027-10-01
585,385.4840056069155,2027-09-28
586,390.58882298439306,2027-10-05
587,392.49995222463633,2027-10-07
588,397.48896107513383,2027-10-14
589,403.09046843210234,2027-10-22
590,393.72213848813834,2027-10-08
591,391.03391371970906,2027-10-06
592,395.03205077849975,2027-10-12
593,392.715198234471,2027-10-07
594,396.7838583248227,2027-10-13
595,391.78812017987764,2027-10-06
596,394.9912034174349,2027-10-11
597,387.91489879537977,2027-09-30
598,401.1980529337596,2027-10-20
599,390.33757730101826,2027-10-05
600,395.67438307894287,2027-10-12
601,393.9457347052867,2027-10-08
602,391.37280837722216,2027-10-06
603,384.21377906387085,2027-09-27
604,395.66557411375004,2027-10-12
605,390.0876227817011,2027-10-05
606,392.00107482272443,2027-10-07
607,392.43467786843144,2027-10-07
608,393.6107768044937,2027-10-08
609,389.803723791045,2027-10-04
610,392.5601660894014,2027-10-07
611,393.090972867446,2027-10-08
612,391.00499218689896,2027-10-06
613,394.9427615397599,2027-10-11
614,392.23331753626593,2027-10-07
615,394.2666880618894,2027-10-11
616,395.07015193419494,2027-10-12
617,386.26668705268077,2027-09-29
618,394.5886604740888,2027-10-11
619,390.9064607656245,2027-10-05
620,394.8692172202697,2027-10-11
621,388.0187425583652,2027-10-01
622,391.9458866484684,2027-10-06
623,391.8776331490537,2027-10-06
624,394.31083811829353,2027-10-11
625,397.5231983441618,2027-10-14
626,395.32185370234316,2027-10-12
627,398.57182196716616,2027-10-15
628,391.73004278138586,2027-10-06
629,390.4895478941136,2027-10-05
630,393.0893877244642,2027-10-08
631,391.00787725589345,2027-10-06
632,391.31976834019997,2027-10-06
633,394.7130213034657,2027-10-11
634,386.04923083334313,2027-09-29
635,394.8990792139558,2027-10-11
636,393.22237757605427,2027-10-08
637,395.3570698493902,2027-10-12
638,392.72865701754057,2027-10-07
639,393.78786997378927,2027-10-08
640,408.1247896631298,2027-10-29
641,390.01498862645894,2027-10-05
642,395.14529218272634,2027-10-12
643,388.39422797874823,2027-10-01
644,390.3826812120265,2027-10-05
645,394.32720481899423,2027-10-11
646,390.75351558724157,2027-10-05
647,397.9948475722849,2027-10-14
648,386.5425987886261,2027-09-29
649,399.74709804009456,2027-10-18
650,396.2363626609221,2027-10-13
651,398.169022714978,2027-10-15
652,389.56582521905386,2027-10-04
653,391.25039973978977,2027-10-06
654,400.3907968175524,2027-10-19
655,396.9401506277155,2027-10-13
656,396.566387377428,2027-10-13
657,389.1388230756714,2027-10-04
658,388.6081010552934,2027-10-01
659,391.4399508515598,2027-10-06
660,398.82709911425286,2027-10-15
661,394.266962188453,2027-10-11
662,406.2906538568213,2027-10-27
663,385.55075022223565,2027-09-28
664,391.284892349947,2027-10-06
665,391.9305077828112,2027-10-06
666,392.1341868172804,2027-10-07
667,388.68274423226575,2027-10-01
668,390.2189822415495,2027-10-05
669,396.2694180562608,2027-10-13
670,390.766215276528,2027-10-05
671,395.1692334750629,2027-10-12
672,394.5668975573735,2027-10-11
673,394.5712314898914,2027-10-11
674,391.107286975148,2027-10-06
675,391.2090861546771,2027-10-06
676,402.06552083751905,2027-10-21
677,398.41243799645906,2027-10-15
678,388.5674317960523,2027-10-01
679,387.6117134512144,2027-09-30
680,391.6298586543459,2027-10-06
681,400.2285624189875,2027-10-19
682,399.67973445661494,2027-10-18
683,400.4051438275577,2027-10-19
684,386.6191139163517,2027-09-29
685,395.52203837829796,2027-10-12
686,391.35829193862503,2027-10-06
687,395.85531009113333,2027-10-12
688,400.5233443794747,2027-10-19
689,399.6078912097062,2027-10-18
690,393.3659252962829,2027-10-08
691,391.0462803581867,2027-10-06
692,393.3605062309043,2027-10-08
693,390.6772925809929,2027-10-05
694,390.40735025757454,2027-10-05
695,398.6016052434807,2027-10-15
696,390.25845741165614,2027-10-05
697,390.36263997338017,2027-10-05
698,400.22086502242405,2027-10-19
699,389.75191685673985,2027-10-04
700,394.06876728557205,2027-10-11
701,390.7277969051599,2027-10-05
702,385.2639015409801,2027-09-28
703,398.9626288463729,2027-10-15
704,387.5666904334725,2027-09-30
705,389.8786961365893,2027-10-04
706,398.2314604091672,2027-10-15
707,398.3575657843438,2027-10-15
708,392.9156896658037,2027-10-07
709,388.8601332013771,2027-10-01
710,397.50810651450035,2027-10-14
711,390.2781971570676,2027-10-05
712,402.0138932856686,2027-10-21
713,390.88189077973016,2027-10-05
714,383.031832915034,2027-09-24
715,391.0189331134412,2027-10-06
716,392.55016636480144,2027-10-07
717,393.83279394344913,2027-10-08
718,395.88884516143133,2027-10-12
719,395.767359382164,2027-10-12
720,387.4298560711512,2027-09-30
721,396.546814611385,2027-10-13
722,387.70786215622996,2027-09-30
723,396.7763331913735,2027-10-13
724,406.7869216849437,2027-10-27
725,394.80277321761344,2027-10-11
726,399.8888246492372,2027-10-18
727,393.3983290571541,2027-10-08
728,396.29012372497436,2027-10-13
729,396.9476469736397,2027-10-13
730,391.80438171324414,2027-10-06
731,392.11142103601463,2027-10-07
732,386.804885292247,2027-09-29
733,386.10194751742114,2027-09-29
734,396.86810478697066,2027-10-13
735,393.5621459099282,2027-10-08
736,397.29827997838464,2027-10-14
737,391.90107513501795,2027-10-06
738,391.1159229164814,2027-10-06
739,393.99373091703785,2027-10-08
740,402.3123112530411,2027-10-21
741,395.3115868895711,2027-10-12
742,410.66514456152095,2027-11-02
743,395.7585038771823,2027-10-12
744,392.6675651850004,2027-10-07
745,397.0246761585704,2027-10-14
746,387.26185227100837,2027-09-30
747,398.0395455139302,2027-10-15
748,392.1385998119719,2027-10-07
749,395.7981157934952,2027-10-12
750,392.5940088974242,2027-10-07
751,400.5808208314687,2027-10-19
752,394.13530128917665,2027-10-11
753,398.19924104130246,2027-10-15
754,403.87740599453076,2027-10-22
755,396.1788258845197,2027-10-13
756,388.74982895771757,2027-10-01
757,392.5022594247375,2027-10-07
758,394.8734858217096,2027-10-11
759,402.47017947494015,2027-10-21
760,403.1070300634188,2027-10-22
761,385.92494658162934,2027-09-28
762,393.07106126303955,2027-10-08
763,390.97757860018623,2027-10-05
764,395.5194046231593,2027-10-12
765,399.31339619953513,2027-10-18
766,399.15686722763337,2027-10-18
767,392.91559500694063,2027-10-07
768,397.31904599071186,2027-10-14
769,407.1462989960262,2027-10-28
770,390.20636673737135,2027-10-05
771,400.25080299559505,2027-10-19
772,390.69656452546513,2027-10-05
773,392.9449503561707,2027-10-07
774,391.2492121803537,2027-10-06
775,387.89806730334186,2027-09-30
776,398.5237714763013,2027-10-15
777,395.2877700065813,2027-10-12
778,393.4665239112769,2027-10-08
779,392.3126491599776,2027-10-07
780,404.9260739500427,2027-10-25
781,398.45819059227244,2027-10-15
782,385.06796174338984,2027-09-28
783,390.16218503419543,2027-10-05
784,397.24338416247275,2027-10-14
785,394.84736868114334,2027-10-11
786,394.687550307954,2027-10-11
787,390.44657495394637,2027-10-05
788,386.9904299372854,2027-09-29
789,395.9244585096754,2027-10-12
790,400.68582945597655,2027-10-19
791,400.49244273798587,2027-10-19
792,389.3395103910177,2027-10-04
793,392.1628561539803,2027-10-07
794,390.46842919632365,2027-10-05
795,393.4749054278432,2027-10-08
796,396.89230861719506,2027-10-13
797,392.4993139614062,2027-10-07
798,390.9299358344656,2027-10-05
799,389.48632971294,2027-10-04
800,394.9076872391429,2027-10-11
801,390.3107161891533,2027-10-05
802,389.4181379170841,2027-10-04
803,399.99676489064876,2027-10-18
804,388.6370005713819,2027-10-01
805,389.73399409905835,2027-10-04
806,391.19416011426534,2027-10-06
807,388.1254583821851,2027-10-01
808,385.32076978891996,2027-09-28
809,384.99661469857193,2027-09-27
810,383.01605921182676,2027-09-24
811,393.31560726590635,2027-10-08
812,392.5379960026223,2027-10-07
813,397.60523846785776,2027-10-14
814,384.2047491303377,2027-09-27
815,385.8650035188523,2027-09-28
816,404.98077810095026,2027-10-25
817,391.19899036754396,2027-10-06
818,382.71001987697497,2027-09-23
819,389.31767047026136,2027-10-04
820,387.8389253057025,2027-09-30
821,384.6400895798226,2027-09-27
822,402.3636248089381,2027-10-21
823,400.41480943493633,2027-10-19
824,391.9669531764605,2027-10-06
825,389.74407705541506,2027-10-04
